,realSum,person_capacity,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index_norm,rest_index_norm,lng,lat,room_shared_True,room_private_True,host_is_superhost_True,weekend_yes
2538,219.76,6.0,0,1,10,95.0,2,0.78,0.24,12.834791596696398,27.782697319896936,12.50139,41.89388,0,0,0,1
2539,278.45,3.0,0,0,7,73.0,2,7.04,2.79,3.48641722865282,8.420198668189181,12.42655,41.9295,0,1,0,1
2540,171.14,2.0,0,1,10,100.0,1,2.64,0.74,13.815698530138704,34.58878960920739,12.47116,41.90602,0,1,0,1
2541,319.13,4.0,0,1,10,100.0,2,0.88,0.46,16.589066366209128,38.86617697012162,12.492,41.899,0,0,1,1
2542,228.88,4.0,0,1,10,100.0,0,2.48,0.87,15.475822341139589,34.910225593477016,12.47278,41.90464,0,1,0,1
2543,166.46,2.0,1,0,9,91.0,1,3.16,0.11,8.303913839598486,20.960658821591423,12.48227,41.87664,0,1,0,1
2544,298.32,6.0,0,0,10,97.0,2,2.58,0.47,5.127946767238544,13.928711355605786,12.525,41.885,0,0,1,1
2545,168.8,2.0,0,1,10,95.0,1,1.6,0.48,18.05113821357512,25.948510508892355,12.49487,41.88758,0,1,1,1
2546,202.23,3.0,0,0,10,100.0,1,5.11,2.34,5.150303665593369,13.87786935885434,12.45466,41.87168,0,0,0,1
2547,169.97,4.0,0,0,10,100.0,1,5.07,2.6,5.399989169323142,14.245364938250775,12.451,41.876000000000005,0,0,1,1
2548,150.09,6.0,0,0,10,100.0,2,3.55,0.29,4.542485143836288,12.44261005835832,12.5217,41.87246,0,0,1,1
2549,230.99,2.0,1,0,10,98.0,1,2.82,1.15,16.41779945092133,36.66193034485424,12.46828,41.90129,0,0,1,1
2550,121.34,2.0,1,0,10,100.0,1,5.03,1.13,4.841158426949181,13.66131681615886,12.46847,41.86328,0,1,1,1
2551,222.34,2.0,0,0,10,93.0,1,1.12,0.1,17.155752775632298,36.3882176995967,12.489,41.903,0,0,0,1
2552,104.04,2.0,1,0,10,80.0,1,3.12,0.76,4.016637631559679,13.90786233573036,12.53834,41.90873,0,1,0,1
2553,146.82,4.0,0,1,9,91.0,1,6.89,0.67,2.286567596083529,6.429322608402657,12.57912,41.8774,0,0,0,1
2554,162.95,3.0,1,0,9,88.0,1,2.26,0.78,5.615259157672399,15.084653197684666,12.50788,41.92081,0,0,0,1
2555,294.81,4.0,0,1,9,93.0,1,2.53,1.31,24.09152020679264,71.55313495501728,12.472,41.898,0,0,1,1
2556,344.61,4.0,1,0,10,97.0,1,2.7,1.57,16.613078123223783,45.80972067941279,12.47044,41.89582,0,0,1,1
2557,138.64,2.0,0,1,9,89.0,1,1.14,0.83,7.345691438387325,20.754038699667756,12.51403,41.89564,0,1,0,1
2558,111.05,2.0,0,0,10,91.0,1,4.1,0.84,3.5652315035109137,10.109740469747775,12.543,41.88,0,0,0,1
2559,390.9,4.0,0,0,10,100.0,2,1.36,0.35,14.21056988594652,33.57015888742521,12.488,41.907,0,0,0,1
2560,286.63,3.0,0,1,10,94.0,1,0.91,0.36,16.932044084591936,36.53814626431616,12.492,41.898,0,1,1,1
2561,264.19,4.0,0,1,10,92.0,1,0.76,0.2,14.734911032602884,32.72985706425533,12.49331,41.90221,0,0,1,1
2562,277.28,4.0,0,0,10,96.0,2,2.91,0.49,9.556962990236745,22.64127737954884,12.481,41.88,0,0,0,1
2563,196.39,2.0,0,1,10,80.0,0,2.65,1.53,17.452711082296517,49.768541573105786,12.470999999999998,41.896,0,0,0,1
2564,450.75,6.0,1,0,10,100.0,2,2.41,1.46,17.770604332212834,48.40602452889231,12.47458,41.89433,0,0,1,1
2565,182.59,2.0,1,0,9,93.0,1,2.96,1.74,12.930503982336427,82.57699211914755,12.46934,41.8905,0,0,0,1
2566,161.78,2.0,1,0,10,100.0,1,1.17,0.63,11.449174716585445,27.209565266247356,12.49282,41.90876,0,1,1,1
2567,97.02,2.0,0,1,9,88.0,1,1.0,0.84,7.42152818117444,21.471996987616134,12.51346,41.89747,0,1,0,1
2568,83.23,3.0,0,1,10,90.0,1,4.83,1.37,5.150326913124201,14.104112559372062,12.46683,41.86638,0,1,0,1
2569,321.46,5.0,1,0,9,90.0,2,1.11,0.98,7.052089605453163,19.561483261374764,12.515,41.898,0,0,0,1
2570,485.35,6.0,1,0,10,98.0,3,3.01,1.13,15.499255842382432,34.49329489224372,12.466,41.901,0,0,0,1
2571,69.44,2.0,1,0,8,84.0,1,6.27,0.5,2.474135019722747,7.099448853663583,12.57192,41.87895,0,1,0,1
2572,241.51,2.0,0,1,10,100.0,1,1.62,0.56,45.40158232140302,45.882416995691855,12.48278,41.90143,0,0,0,1
2573,179.08,4.0,0,0,10,100.0,1,4.27,0.41,11.225852395690795,22.754276501189256,12.452,41.909,0,0,0,1
2574,187.27,6.0,0,0,10,93.0,2,6.54,1.49,2.40529010243038,6.722398964853103,12.54481,41.95043,0,0,0,1
2575,71.77,2.0,0,1,10,93.0,1,4.17,1.0,3.5478955427091243,9.986209321087,12.54252,41.87847,0,1,0,1
